,id,admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, grief, joy, love, nervousness, optimism, pride, realization, relief,remorse, sadness, surprise, neutral, bad_string,tag_agreement,string,target_string,top_tag,total_tags
1593,33438342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"So basically just a quick little example.-- So basically the way the test is it's like a 30 question thing, I think so, it'll take you maybe like 15 minutes because you feel like it's fast but there was somewhere I was stuck and I really had to think about it and I'm like, okay, like I like this and I like that but which would mean more more with him looking more.<b> So basically just a quick little example.</b> It's like the last you like.--33438342.0", So basically just a quick little example., neutral,1
275,32746436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Like you have to write the actual joke right will people go to a mic and think like I'm gonna say what's the deal with airline food as if the audience akka answer it for you last night, but you have to you have to give that answer. <b> So, do you have another one come out of any time soon? </b> I had the one planned and I'm sure I'll do something soon. Yeah, make sure you invite everybody.--32746436"," So, do you have another one come out of any time soon? ",remorse,1
1270,25190622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--It's just to go through them to simplify it. <b> So porous or non porous. </b> The ice texture also plays a role considering, you know, if there's a massive difference in texture. I guess you're good at getting into Natural Stone at that point you're getting into also weights.--25190622", So porous or non porous. , curiosity,1
30,1458203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-And but it took three times watching it before I realized that when hook foot slid on the stage and covered Trevor. <b> I watched it before I realized it was like shavings of the stage. </b> He laughed what if he's wrong? This is fish boats.--1458203, I watched it before I realized it was like shavings of the stage. , neutral,1
1318,26376161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"They came here with this mentality.-- I want to kind of make it known or or put this into people's minds and the new generation knows this already and they go through it is that we went through something with our parents that they came back, you know from personally. My parents are from Iran.<b> They came here with this mentality.</b> My son daughter needs to pursue higher education.--26376161.0", They came here with this mentality., disapproval,1
1137,21849719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--And then you start thinking about I've always wanted to live in this place. <b> You never know which way that exercise will go so if you've never done that, I want you to do that first because it's super important to your journey, but the second thing is </b>  Understanding that none of this is going to go how you planned remember if it was all just down to planning stuff out and it going our way one life would be horribly boring and to there would be no comeback stories.--21849719"," You never know which way that exercise will go so if you've never done that, I want you to do that first because it's super important to your journey, but the second thing is ", neutral,1
573,8576306,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,hat's I think that's why it's so good because I was kind of like sitting there like what the fuck happened to me yet?-- Like usually when I die and like my dreams like you really don't like right before you die you wake up. Yeah this one I like member dying shit.<b> That's I think that's why it's so good because I was kind of like sitting there like what the fuck happened to me yet?</b> I guess you got like a second chance of life.--8576306., That's I think that's why it's so good because I was kind of like sitting there like what the fuck happened to me yet?, confusion,3
1148,22254866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"That's not going to determine what God does through you and for you and enabling you to take on the land that God has got for you to all you taught people.-- We've got to work really hard to sort of be great leaders I could but you know what that is, not a Biblical truth. Maybe it's a maybe it's a truth in Psychology to some degree but being short being tall being slim being overweight.<b> That's not going to determine what God does through you and for you and enabling you to take on the land that God has got for you to all you taught people.</b> We're not against you but to all I shorties.--22254866.0", That's not going to determine what God does through you and for you and enabling you to take on the land that God has got for you to all you taught people., disapproval,1
351,3281880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-What do you think about Martin Luther coon? <b> You know what he does the same exact thing Martin Luther coon. </b> NG you've been doing it your entire life you've been around people they all refer to Martin Luther King as Martin Luther coon. And then you say it on and you speak fast.--3281880, You know what he does the same exact thing Martin Luther coon. , realization,1
1122,21503642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--Especially like and we can kind of try to unpack it now, but I feel like I'm packing it now. <b> But I really want to talk about just Uranus and our solar returns because your Uranus is in the 4th and my Uranus is in the fifth. </b> But they're both like tourists obviously because you're mrs. And tours, but I would love to unpack what that's going to look for us for our solar returns because especially because they both the pores opposed our Mars in Scorpio is to and Oreos in the 10th and yours is in Mars Scorpios in the 11th.--21503642", But I really want to talk about just Uranus and our solar returns because your Uranus is in the 4th and my Uranus is in the fifth. , excitement,2
411,4528605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--Yes just intrigues me. <b> I would say in two parts. </b> That's mainly because somebody else on our Facebook page well, My Facebook page, I kind of wasn't a Facebook page or if it was a private message.--4528605", I would say in two parts. , neutral,1
265,31721705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--The test audience is brought in to see the movie early before it has been completed and is given a detailed survey at the end which parts of the film work for them which parts didn't each survey is submitted with demographic information. <b> Population at large by the time the 1940s were over gallops audience Research Institute had conducted thousands of surveys for over a dozen entertainment industry clients. </b> Anyone I've heard of nobody big just Walt Disney Sam Goldwyn little films like Gone With the Wind name dropper the film best years of Our Lives was one of the most thoroughly researched in history gallops star was on the rise when it won nine Oscars and was nominated for one more. Now by no means was gallup's research perfect, he did not have a magic mirror that told him which stars with which script would be a success as with everywhere he went though he built a solid foundation he hoped future Generations would be able to build on what he started Hollywood was changed forever.--31721705", Population at large by the time the 1940s were over gallops audience Research Institute had conducted thousands of surveys for over a dozen entertainment industry clients. , disapproval,1
1460,29973738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"I think I feel like I finished the holiday and I really and it's a bit of a cliche, but I feel like I needed-- So I'm starting to cook myself. But yeah training went really well.<b> I think I feel like I finished the holiday and I really and it's a bit of a cliche, but I feel like I needed</b> A holiday from being on holiday because we ran quite a lot on holiday.--29973738.0"," I think I feel like I finished the holiday and I really and it's a bit of a cliche, but I feel like I needed", pride,2
129,1189774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-And now let's continue the story. <b> This was their eventual Theory. </b> Robeson was probably relaxing in that chair with his son Randall by his side. Robison was in the armchair near by Richard jr.--1189774, This was their eventual Theory. , approval,1
258,30472271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--I'm pretty bad about texting most people especially my family know that my athletes I try to be better with because like a lot of times which if you're an athlete of mine, you're listening to this if you have questions about your programming <b> Hey, I'm not sure what this is that I have going on tomorrow that makes it a lot easier for me to get back to you. </b> But at the same time, yeah, it's just so that's why they're there is about an hour every day where I just turned my phone off and like it doesn't matter if anyone needs me during that time. I'm not talking to him.--30472271"," Hey, I'm not sure what this is that I have going on tomorrow that makes it a lot easier for me to get back to you. ", confusion,1
27,1333893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,'ll handle it completely so that it doesn't have to be handled again.-- I would just wash it right after because I'm only touching it once you get the picture. So each time I'll use it and then I'll put it away and<b> I'll handle it completely so that it doesn't have to be handled again.</b> And with this method Guess what at the end of my road morning routine.--1333893., I'll handle it completely so that it doesn't have to be handled again., pride,1
68,3615495,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I don't know what people think they're using that makes them as pure as the driven snow like your Loadout and your build and your exotic choices are somehow pure and not causing.-- I hate shotguns freaking annoying. Oh my gosh Ace of Spades really a three tap, you know, give me a freakin break, you know anything you're using.<b> I don't know what people think they're using that makes them as pure as the driven snow like your Loadout and your build and your exotic choices are somehow pure and not causing.</b> Any salt on the other team and everyone else is the enemy everyone else is the bad guy.--3615495.0", I don't know what people think they're using that makes them as pure as the driven snow like your Loadout and your build and your exotic choices are somehow pure and not causing., optimism,4
342,3186807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-It's been the the the the the greatest <b> It's just been the most beautiful thing ever as of the beginning of 2020. </b> We're going to start to organize the old your body Retreats for young adults. So we're looking forward to working through that and planning that and we also really want to start looking at developing some online resources and hopefully even some free online resources that can help get the oil.--3186807, It's just been the most beautiful thing ever as of the beginning of 2020. , love,4
1611,34043967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Yeah, it seems like you'd sort of know and I think psychiatrist who are probably pretty good at reading people. <b> You know, she's not some master manipulator and stuff like this what people said about her is, you know, she's the party girl. </b> She's the fun girl. No one ever said like oh darling is the smartest most manipulative person I've ever met.--34043967"," You know, she's not some master manipulator and stuff like this what people said about her is, you know, she's the party girl. ", disapproval,1
22,1158913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6% So just like with any other weapons the damage types for pets can be combined into your standard Advanced damage typings.-- Teeth this mod like all those before is dropped by any of the old valise hyenas at 0. 06 percent chance or from any Enemy at the enrichment labs for a 0.<b> 46% So just like with any other weapons the damage types for pets can be combined into your standard Advanced damage typings.</b> So if you want to add a bite with a bit more explosive power behind it.--1158913., 46% So just like with any other weapons the damage types for pets can be combined into your standard Advanced damage typings., neutral,1
1454,29698379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--It's you know, super portable. <b> Let's ask the pixel book. </b> How much like be a Google Assistant? I mean I was messing with my my keys change my shortcut.--29698379", Let's ask the pixel book. , curiosity,1
1381,27856101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--That is yeah there are there are there are the financial <b> It engineering for four years who repairing car seats in factories. </b> So I still don't get you know, some people who thinks who think that there are some safe options in like colleges and stuff. You know, I don't think there aren't any safe options to go with you.--27856101", It engineering for four years who repairing car seats in factories. , neutral,1
670,10516692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ou can only sweep something under the rug for so long and that's just that's just the way it is.-- They will start to increase because they can't contain this forever sooner or later. You can only suppress something for so long.<b> You can only sweep something under the rug for so long and that's just that's just the way it is.</b> This is a fairly basic as rates go up prices come down.--10516692., You can only sweep something under the rug for so long and that's just that's just the way it is., disapproval,1
941,16890462,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--If you have give you are consistently a disrespectful person in your approach. <b> I'm shutting you down. </b> So when Evelyn blew up on him, I saw a lot of me in that so I don't I don't believe Anthony when Malaysia was on the phone with him trying to figure out what was going on with Jen and Dominique sitting there but dumb Kind of put him in his place.--16890462", I'm shutting you down. , disapproval,1
207,1851636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--Are they not going to show up? <b> Yeah, we're going to be there. </b> Okay, so they are going to play because good. He's gonna find some funds and pay them right?--1851636"," Yeah, we're going to be there. ", neutral,1
1369,27505296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hanks for listening to trekking in Nepal.-- We'll be covering possibly the most popular trip going Everest Base Camp. So thank you for listening.<b> Thanks for listening to trekking in Nepal.</b> If you want to learn more access free resources head over to magical Nepal.--27505296., Thanks for listening to trekking in Nepal., gratitude,1
1281,25509615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,"--Well, we often underestimate the importance of oral health when we think about living healthy. <b> We really take a moment to think about how Dental Health impacts everything else. </b> It becomes pretty clear. For example, if you lose your teeth, it will definitely influence the foods you're able to eat your teeth are obviously responsible for chewing and if you're missing teeth, you won't be able to properly choose certain foods.--25509615", We really take a moment to think about how Dental Health impacts everything else. , realization,2
707,11317162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Your Communist party doesn't own us. <b> They want to close over or we must yeah, I will give you money. </b> It is not much, but I would say you need a bigger flower. Don't try to bribe me.--11317162"," They want to close over or we must yeah, I will give you money. ", annoyance,1
137,13206740,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"No, but I might be able to find out you want.-- I walked in there that night with a 5 and I walked out with 200. You know how the blond is?<b> No, but I might be able to find out you want.</b> I want I left Angie and started back toward Royal Street on the way.--13206740.0"," No, but I might be able to find out you want.", optimism,2
528,7302704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,e're kind of on a side Bend right now.-- Please contact us and whatever way possible at chitchat money on her Twitter account of the stock we're going over today is Alter X. They are SAS company.<b> We're kind of on a side Bend right now.</b> We're going to be doing a couple more of those and Ryan.--7302704., We're kind of on a side Bend right now., neutral,1
1545,32384476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--So that'll be a fun time. <b> Okay, and yeah, there's some people that have had asked me like yeah, why is Tony never been on your show before you guys are newbies if you knew that Tony been on the show before you probably have more Bitcoin than you have now found that like, but all right now, My Elite friends always good to be with you here in the evening in Tel Aviv. </b> Oh you guys are Elite remember that that first goal is to get that one Bitcoin then two then three then 10 then a hundred then she won. All right, and yeah you dudes are Elite if you are a bit coin holder so few people around our bit coin holders right now.--32384476"," Okay, and yeah, there's some people that have had asked me like yeah, why is Tony never been on your show before you guys are newbies if you knew that Tony been on the show before you probably have more Bitcoin than you have now found that like, but all right now, My Elite friends always good to be with you here in the evening in Tel Aviv. ", neutral,1
752,12548613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"She did her thing.-- We're trying to get them out, right that's good. I edited one today.<b> She did her thing.</b> She worked on some stuff and today's what Friday Friday.--12548613.0", She did her thing., approval,1
489,6307940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--It is aspirational but they're also selling a lot of it. <b> It's funny that you say that you would see it once a quarter like most people would say like once every three or four months. </b> Well, that's how I think I live my life a quarter mile at a time before whatever that a quarter at a time. I thought you were going to say I thought you were having a because I'm in Los Angeles.--6307940", It's funny that you say that you would see it once a quarter like most people would say like once every three or four months. , amusement,1
431,4950981,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, had never seen a 12 year old boy writing that kind of a letter it was too mature and clear and beautifully articulated.-- He wrote a two-page letter to me. I was amazed the clarity with which he wrote.<b> I had never seen a 12 year old boy writing that kind of a letter it was too mature and clear and beautifully articulated.</b> So I thought who is this fellow?--4950981., I had never seen a 12 year old boy writing that kind of a letter it was too mature and clear and beautifully articulated., approval,2
1536,32068073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, flirted as much as I could but I never really wanted to give her like too much Hint.-- I actually don't know. If I was going to end up Danny here and then we kept things slow.<b> I flirted as much as I could but I never really wanted to give her like too much Hint.</b> It wasn't sure if she liked me or not.--32068073., I flirted as much as I could but I never really wanted to give her like too much Hint., optimism,1
105,8623373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--Yeah, that was fun. <b> If you go ask throwing that it would not be that hard to kill somebody by throwing an ax like not at all. </b> You don't have to have that much practice. It really like legitimizes Gimli for a while.--8623373", If you go ask throwing that it would not be that hard to kill somebody by throwing an ax like not at all. , optimism,1
12,167027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,- data/raw/spotify-podcasts-2020/podcasts-transcripts/0/I/show_0iTCd3QrMD8jDdVoMmRI89/1A0LWLoA8yVF287SUvvfdw.json <b> Welcome back to the Fowler. </b> I'm joined by Sam does design AKA Sam guilt. He's an industrial designer at precipice design over in London.--167027, Welcome back to the Fowler. , neutral,1
41,1891745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-I think about that every now and then I do appreciate that that we have that here. <b> I miss when I move away so I don't move away and I'm also interested in new releases that are coming out are those Casinos Mystery Minis a daikon ones. </b>  I know I said I'm done with them.--1891745, I miss when I move away so I don't move away and I'm also interested in new releases that are coming out are those Casinos Mystery Minis a daikon ones. , approval,1
760,12715335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Just you know put people down what we want to be able to show is appreciate the type of dedication to type of Hustle the grind and all the other things in between that they put out in order to contribute to what we have now and and showcase the motivation and everything else in between they have to go through that.-- What's interesting here and hopefully share is that we want to feature the unsung heroes the people that make Society great as the way we know it and we just don't give them credit. I'm not here to toot their own horn.<b> Just you know put people down what we want to be able to show is appreciate the type of dedication to type of Hustle the grind and all the other things in between that they put out in order to contribute to what we have now and and showcase the motivation and everything else in between they have to go through that.</b> So, how are we going to do that?--12715335.0", Just you know put people down what we want to be able to show is appreciate the type of dedication to type of Hustle the grind and all the other things in between that they put out in order to contribute to what we have now and and showcase the motivation and everything else in between they have to go through that.,admiration,2
1459,29923147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"And now we have gravity and space.-- You can't ignore the research the stat. I'm Stein didn't ignore his that's right near the Galileo Newton Galileo and now we have gravity.<b> And now we have gravity and space.</b> Yes, there are both responsible for States ugly and black Ultimate Guide Stein invented black holes.--29923147.0", And now we have gravity and space., neutral,1
35,334960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-She's kind of retired. <b> Just like five stars. </b> I want to do that one day dad likes my accordion teacher 5 Stars I give mr. Lim who gave me violin lessons.--334960, Just like five stars. , neutral,1
1026,18916197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--I think you were having a discussion with Alicia on it. <b> I'm like you might want to check that out. </b> So what about you flow? I think no, I think anything more all minor legit about you Nando.--18916197", I'm like you might want to check that out. , neutral,1
971,17506579,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Okay, because the BL which is as we know knows the BLS the bullshit the bullshit lie right is literally the nonsense that you're playing for yourself because if you really want to look at the truth about what you really want to look at is this if you choose a married man who's already <b> So that way you don't really have to put the energy you're going to make it like they have to put the energy that's very manipulative. </b> That's you choosing someone who's unavailable so that you can say the reason why they're unavailable is because they're in a relationship but eventually going to leave that person and be with you you don't really have facts on that and you don't really know if that's necessarily true even if someone Tells you that I've been in a lot of situations with clients of mine who come to me who've been in those types of relationships.--17506579", So that way you don't really have to put the energy you're going to make it like they have to put the energy that's very manipulative. , disapproval,1
269,2515113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,"So I think what I think where I am now arrived come to with Johnny when I met her like I couldn't it's another thing I couldn't figure out why I was so in love with this person.-- The sex is amazing. Yeah, and but it's short-lived it's short-lived.<b> So I think what I think where I am now arrived come to with Johnny when I met her like I couldn't it's another thing I couldn't figure out why I was so in love with this person.</b> I couldn't figure it out you remember sitting down eating?--2515113.0", So I think what I think where I am now arrived come to with Johnny when I met her like I couldn't it's another thing I couldn't figure out why I was so in love with this person., surprise,3
2,44522,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-Yeah the super like double decker buses you no soup. <b> Is that Canadian shade? </b> I just feel like he's awful. I want I watched enough Newcastle last season to a level that that referees this idea and we would be just like the one I want.--44522, Is that Canadian shade? , fear,2
28,298445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"It was a great experience.-- We sit back, and we talked about things that work for us and maybe things that don't work for us. This is clear and show we're learning every day, you know, and this was a great learning experience, you know us with forestry mostly forestry and then a large group of men and women from all over the province.<b> It was a great experience.</b> We learned the time just just by seeing different tactics and training that we can Implement now.--298445.0", It was a great experience., approval,3
422,4734032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"If you're an avid gamer, then the lower party a video game podcast is the show for you with more than 100 episodes covering over 25 different games and franchises the rotating hosts Focus entirely on the store.-- All right guys now we will go ahead take a little break here when we come back. We will go over what's in the item shop today.<b> If you're an avid gamer, then the lower party a video game podcast is the show for you with more than 100 episodes covering over 25 different games and franchises the rotating hosts Focus entirely on the store.</b> These characters and universes of their favorite games listeners can expect to hear topics ranging from lgbtq representation.--4734032.0"," If you're an avid gamer, then the lower party a video game podcast is the show for you with more than 100 episodes covering over 25 different games and franchises the rotating hosts Focus entirely on the store.", pride,2
194,1769876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-He returned to the scene the next day to find the police investigating the area when he saw the police notice him there. <b> So investigators at this time decided that all three of the recent attacks had been done by the same perpetrator. </b> Although there had been some varying opinions on that before so on and on he murdered strangling stabbing raping one victim he buried in a shallow grave in a cornfield. He returned to the body a few weeks later with the idea that he would nail her corpse to a tree and a sort of morbid.--1769876, So investigators at this time decided that all three of the recent attacks had been done by the same perpetrator. , realization,1
1118,21377268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--And I guess it's fine. <b> I have never actually seen. </b> Pillsbury flower at the store. Oh my God, we make flour.--21377268", I have never actually seen. , neutral,1
1552,32524418,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"But if it's like you say only because having had those experiences otherwise you can't have that level of confidence.-- So if I think back on that I can think right. So if I've always managed it before chances are I'm going to manage it again.<b> But if it's like you say only because having had those experiences otherwise you can't have that level of confidence.</b> So it's a vicious circle, isn't it?--32524418.0", But if it's like you say only because having had those experiences otherwise you can't have that level of confidence., sadness,4
398,4149281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,irtual lychee flavor the better to insinuate desire in your unwitting victims to play The Rake the most obvious requirement is the ability to let yourself go to draw a woman into the con of purely sensual moment in which passed in future whose meaning you must be able to abandon yourself to the moment.-- There has to be a reason remember it is the form that matters not the content the less your target focus on what you say the and the mall on how it makes them feel the more seductive your effect. Give your words a lofty.<b> Virtual lychee flavor the better to insinuate desire in your unwitting victims to play The Rake the most obvious requirement is the ability to let yourself go to draw a woman into the con of purely sensual moment in which passed in future whose meaning you must be able to abandon yourself to the moment.</b> If no obstacle face you you must create them seduction requires obstacle seduction requires obstacle ideal lovers have an aesthetic.--4149281., Virtual lychee flavor the better to insinuate desire in your unwitting victims to play The Rake the most obvious requirement is the ability to let yourself go to draw a woman into the con of purely sensual moment in which passed in future whose meaning you must be able to abandon yourself to the moment., optimism,3
241,2208430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"We're going to met you if I didn't live here.-- Do you though you don't move? It's a necessary evil right now.<b> We're going to met you if I didn't live here.</b> That is the fundamental a lot of big corners, but it would appear the love-hate relationship in New York or stronger speaking grown stronger.--2208430.0", We're going to met you if I didn't live here., optimism,1
424,4814871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Yeah because yeah, I've thought about this quite a lot and I think it would be quite fun if it happened in in game.-- Yeah, I think I do. I think I did I think I actually do.<b> Yeah because yeah, I've thought about this quite a lot and I think it would be quite fun if it happened in in game.</b> I'll be the whisper on it.--4814871.0"," Yeah because yeah, I've thought about this quite a lot and I think it would be quite fun if it happened in in game.", optimism,1
1530,31988715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"We never shut down.-- Yeah, as you know, you speak to a lot of people in our business. It's 24/7 and we're at the beck and call of our customers our candidates and the phone is always connected to our ear and we're always doing deals, you know, we're trying to change people's lives and there's no time clock on that.<b> We never shut down.</b> So yeah, he's he's seen he seemed quite a bit in the 25 years.--31988715.0", We never shut down., pride,1
307,2863679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-And the I think they should have won that game so many missed opportunities you mentioned how the weather defense has ranked. <b> I think it's going to be a close one throughout the first three quarters Bill score two touchdowns extended they win by maybe 20. </b> I just think it might be a six-point game going into the fourth and the bills will just break out. I know it's in Miami.--2863679, I think it's going to be a close one throughout the first three quarters Bill score two touchdowns extended they win by maybe 20. , optimism,1
157,1407718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-I just got excited. <b> There's so much more things to see sit outside in your driveway and watch the sunset every night. </b> It stays light till freaking night. A clock so enjoy it enjoy the light the lightness and how warm it is outside.--1407718, There's so much more things to see sit outside in your driveway and watch the sunset every night. , disappointment,1
158,1416952,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-Where I just feel really comfortable and in a good flow. <b> So how does Clovis day to day today? </b> I also want to talk about the experiences that you have had you been really great about like allowing me to share your story and share born after pictures and things like this. So I just want to talk a little bit about what the Clovis Community has been like for you in terms of meeting other people or participating in the groups or what does that look like on your journey you you really got a great group that--1416952, So how does Clovis day to day today? , curiosity,3
110,952570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-It has helped me to have confidence in my ability to survive. <b> There's a well known story of this very successful man and a reporter asked him. </b> So how is it that you always succeed and he said right decisions. How do you make right decisions?--952570, There's a well known story of this very successful man and a reporter asked him. , pride,1
463,5752783,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Yeah, so I don't know how it works out.-- Would they take a percentage from you? Yeah that your client.<b> Yeah, so I don't know how it works out.</b> I don't even know what I get paid.--5752783.0"," Yeah, so I don't know how it works out.", disappointment,1
116,10582383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ike I say because there are willing to look at their stuff their shit and deal with it.-- It has got nothing to do with you. It really is a form of control in a sense.<b> Like I say because there are willing to look at their stuff their shit and deal with it.</b> They project and so the at Moody especially if things aren't going their way and often times people that are Moody and look I know there are people that suffer with mental illness and things like that and that is a different kettle of fish.--10582383., Like I say because there are willing to look at their stuff their shit and deal with it., approval,1
